id,resourceType,title,description,startDate,endDate,lat,lon,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) Affected,Home(s) Affected,Building(s) Affected,Water vessel(s) affected,Government assistance,region
404,Disaster Event,Hail,"On 16 October 2005, a complex low pressure system moved through the Central Wheatbelt and the Great Southern. Severe thunderstorms associated with the system caused hail damage to crops in the Lake Grace area from approximately 2.30 to 4.30 pm. More than 200 farms were affected. The area covered was 150 km from north to south and 50 km west to east. In most places the hailstorm lasted for approximately one hour and hail measured between 1 cm and 3 cm in diameter. In some places the hail was up to 25 cm deep. Over 5000 hectares of crops were destroyed and another 5500 hectares had at least 30 to 40 per cent damage. Estimates put the cost of the damage at over $10 million.",2005-10-16,16/10/2005,-33.10052109,118.4666214,0,0,0,0,10000000,0,0,0,0,0,Western Australia
407,Disaster Event,Industrial,On 6 December 1999 an explosion took place at Rutherford's Caines margarine factory. The explosion was attributed to stored cotton seed which caught fire and created a fireball in the silo. Three individuals were critically injured in the incident and subsequently died. A firefighter also sustained injuries from the incident.,1999-06-12,12/06/1999,-32.71494293,151.5270386,0,0,1,3,0,0,0,0,0,0,New South Wales
410,Disaster Event,Industrial,"On 31 July 1972 at 2.47 am, an explosion occurred in the No. 5 shaft at the Box Flat Colliery. Seventeen men were killed instantly and 17 were injured. The explosion was caused by a spontaneous heating of fallen coal that developed into a fire approximately 300 m underground.  Efforts to contain or extinguish the fire failed and coal dust caused explosions that propagated the fire through the mine; killing 14 men underground and three at the surface. Included in the death toll were nine officials and employees of the mine and eight&nbsp;men from the mine's rescue station.",1972-07-31,31/07/1972,-27.57159042,152.762146,0,0,17,17,0,0,0,0,0,0,Queensland
411,Disaster Event,Environmental,Three people died in Townsville from heat stress as the city experienced record high temperatures of up to 45 degrees celcius.,1994-01-06,10/01/1994,-19.25743103,146.8178558,0,0,0,3,0,0,0,0,0,0,Queensland
412,Disaster Event,Transport,"In the evening of 13 August 1998, a tourist bus and a semi trailer collided on the Hume Highway near Mullengandra, a small town approximately 30 km north-east of Albury. The bus and the truck collided on a single lane section of highway, tearing out of the front right hand corner of the bus and leaving a large opening almost the full length of the bus. The semi trailer veered off the road and ended up in a ditch. The truck driver died at the scene. The bus contained 25 passengers, the majority of whom were a Chinese Government Delegation from Hebei province. Following the accident, several passengers were trapped in the wreckage of the bus, but were rescued by SES and Fire Service personnel from Holbrook and Albury. All 25 injured passengers were taken to Albury Base Hospital for treatment.",1998-08-13,13/08/1998,-35.890163,147.169418,0,0,25,1,0,0,0,0,0,0,New South Wales
415,Disaster Event,Severe Storm,"On 21 January 1977 severe thunderstorms spread over New South Wales, affecting mainly the Sydney regions of Bankstown and Richmond. Winds reached 124 km per hour and there was one fatality.  The Insurance Council of Australia estimated the 1977 damage at $15 million, with the 2011 estimated normalised cost of $244 million.",1977-01-21,21/01/1977,-33.80190277,150.9441681,0,0,0,1,15000000,0,0,0,0,0,New South Wales
419,Disaster Event,Shipwreck,"The vessel Just Cruisin left Mooloolaba on 6 July. The&nbsp;vessel failed&nbsp;to make a scheduled stop at Moreton Island due to huge swells along the east coast. The wreck of the vessel was found at the mouth of Moreton Bay, resulting in four passenger deaths.  &nbsp;",2001-06-07,07/06/2001,-27.19967842,153.2517242,0,0,0,4,0,0,0,0,1,0,Queensland
424,Disaster Event,Severe Storm,"On 18 November 2001, severe thunderstorms affected many parts of eastern New South Wales. Most of the impact was felt at Nelson Bay, where thunderstorms and tornadoes occurred with winds reaching up to 150 km per hour. It was reported more than 100 buildings were damaged and several boats destroyed.  Significant damage also occurred in the Lower Hunter Valley and the Sydney metropolitan regions of Penrith, Richmond and Horsley Park from strong wind gusts. Approximately 2000 homes and 200 cars were damaged and three people were killed.  Wisemans Ferry reported hail 3 cm in diameter. More hail similar in size occurred at Bundarra, Ben Lomond (Northern Tablelands), and in Canberra small hail fell in the northern suburbs on the afternoon on 18 November.  The Insurance Council of Australia estimated the 2001 damage at $30 million, with the 2011 estimated normalised cost of $99 million.",2001-11-18,21/11/2001,-32.72064972,152.1438293,0,0,0,3,30000000,0,0,0,0,0,New South Wales
426,Disaster Event,Shipwreck,"The Shark Ace 4 was a game fishing boat. It foundered in heavy seas off Ram Head, Victoria on 12 May 1990.Three people died and one person was rescued.",1990-05-12,12/05/1990,-37.776956,149.486847,0,0,1,3,0,0,0,0,1,0,Victoria
427,Disaster Event,Bushfire,"In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.",1984-09-01,01/02/1985,-31.49797058,145.8381958,0,0,0,4,25000000,0,0,0,0,0,New South Wales
428,Disaster Event,Severe Storm,"Thunderstorms coupled with heavy rain occurred in the Sydney metropolitan area late 9 Apri 1998 and into the following day. Much of the reported damage was due to flash flooding. Hundreds of SES staff and volunteers worked to protect homes around the Narrabeen Lake area as water levels rose to a 15 year high. Three houses were evacuated as they were threatened by stormwater at the rear of their properties. Approximately 5,000 homes lost power after the heavy rains. One person drowned after being swept away in a swollen creek. Avalon and Belrose recorded rainfall levels in excess of 200 mm.  The Bureau of Meteorology advised the event was caused by an upper level system interacting with warm, moist onshore flow lifted by a trough off the coast.  The Insurance Council of Australia estimated the 1998 damage at $10 million, with the 2011 estimated normalised cost of $28 million.",1998-04-09,10/04/1998,-33.91579819,151.0357513,0,0,0,1,10000000,0,0,10,0,0,New South Wales
429,Disaster Event,Severe Storm,"On 24 January 1991 a severe hailstorm occurred in Orbost.  The Insurance Council of Australia estimated the 1991 damage at $12 million, with the 2011 estimated normalised cost of $32 million.",1991-01-24,24/01/1991,-37.70148087,148.4568787,0,0,0,0,12000000,0,0,0,0,0,Victoria
431,Disaster Event,Urban Fire,"On 25 December 1975 at approximately 5 am, a fire spread through a five storey hotel in Kings Cross, Sydney. The fire was started when a stack of newspapers was set alight in the hotel foyer. An old fashioned staircase facilitated its spread through the entire hotel. Of the 60 guests staying at the hotel for Christmas, 15 were killed (14 from carbon monoxide poisoning and another from burns) and 22 were injured.",1975-12-25,25/12/1975,-33.87397766,151.222168,0,0,22,15,0,0,0,1,0,0,New South Wales
434,Disaster Event,Cyclone,"Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped&nbsp;a&nbsp;large amount of&nbsp;rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December&nbsp;1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy&nbsp;at $33 million, with the 2011 estimated normalised cost of $197 million.",1990-02-03,07/02/1990,-28.63967705,153.6139374,0,0,0,6,33000000,0,0,0,0,0,Queensland
435,Disaster Event,Urban Fire,"On 15 January 1995, at approximately 3.30 am, a fire was deliberately lit in a three-storey block of apartments in Sydney's south-west suburb of Liverpool. The fire raced up the stairwell to the top floor, killing seven adults and one child. It was believed the carpet at the bottom of the stairwell was soaked with an accelerant.",1995-01-15,15/01/1995,-33.91928864,150.9240875,0,0,0,8,0,0,0,1,0,0,New South Wales
438,Disaster Event,Industrial,"At approximately 5 pm on 26 June 2000 at Bronzewing mine, 400 km from Kalgoorlie, three men died when a structural wall collapsed and engulfed them in material backfill.   The deaths were caused by inhalation of the backfill, which consisted of 18,000 cubic meters of sand-slurry, sludge, mud and rock. Eight workmen escaped.  An inquiry by the State Coroner found that the backfill material had been inadequately drained and had subsequently caused the wall to break.",2000-06-26,26/06/2000,-30.74659348,121.474884,0,0,8,3,0,0,0,0,0,0,Western Australia
439,Disaster Event,Environmental,"Commencing in April 2000 much of the south-west and west of Western Australia experienced severe rainfall deficiencies. For the eight months from April to November, a large region of western Western Australia from Exmouth in the north to Albany and Esperance in the south, experienced generally severe rainfall deficits. The drought impacted severely on water inflow into dams and grain production.  The Federal Government in its 2002/2003 budget papers promised to provide up to $24 million over 3 years ($10.3 million in 2002-03) as exceptional circumstances assistance in nominated shires within the northern wheatbelt of Western Australia. Also the Government agreed to provide funding over three years (including $26.5 million in 2002-03) as Exceptional Circumstances assistance in nominated shires within the eastern Darling Downs area of south east Queensland and two areas in the south-eastern wheatbelt of Western Australia. The Government declared Exceptional Circumstances in the Western Australian areas on 3 August 2001 and south-east Queensland on 22 August 2001.",2000-04-01,22/08/2001,-21.93014717,114.1222,0,0,0,0,0,0,0,0,0,0,Western Australia
441,Disaster Event,Transport,"On 3 September 1986 a Cessna 402 was in service to return patients home following their medical treatment. After an apparently normal take-off, the aircraft ceased climbing at about 100 ft. The pilot advised the tower that the left engine had failed, that he was feathering the propeller and would return for landing. The aircraft was seen to deviate to the left, towards power lines. The aircraft then suddenly veered to the left and subsequently struck the ground. A fire broke out on impact and destroyed much of the wreckage. The investigation of the accident was hampered by the extent of the fire damage. Six people died in the accident, five being patients.",1986-09-03,03/09/1986,-37.71876144,144.897049,0,0,0,6,0,0,0,0,0,0,Victoria
442,Disaster Event,Bushfire,"Victoria experienced more than 500 fires in January 2006, including the Deep Lead fire that started near Stawell on New Year's Eve. The fires with greatest impact on the Victorian community occurred in the Stawell (Deep Lead), Yea, Moondarra, Grampians, Kinglake and Anakie areas. In total four people died and six people were injured as a result of these fires.  Considerable losses and damage occurred to property and infrastructure:    Houses destroyed: 57 (19 of these principle residences)  Buildings: 359 farm buildings lost, including 39 woolsheds and 22 hay sheds  Stock losses: 64,265 (63,243 sheep, 557 cattle and 464 other stock) and over 2,500 commercial beehives  Area burnt: 160,000 hectares (60 percent public land, 40 per cent private&nbsp;land - Approximately 98,000 hectares of national parks and conservation areas and 6,000 hectares of State forest were burnt)  Fencing: 364 km of crown land boundary fencing and 2281 km of other boundary or internal fencing    &nbsp;  The firefighting effort included more than 5000 volunteers, paid personnel and a significant assistance from interstate. Also on the ground were government, volunteer, business and community organisations who were involved in fire suppression activities and facilitating recovery efforts.  The following municipalities were impacted by the significant fire events:    Ararat Rural City  Baw Baw Shire  Glenelg Shire  Golden Plains Shire  Greater Geelong City  Horsham Rural City  Latrobe City  Moorabool Shire  Moyne Shire  Murrindindi Shire  Northern Grampians Shire  South Gippsland Shire  Southern Grampians Shire    &nbsp;  Many local governments established emergency relief centres to provide initial support and shelter to evacuees during the fires and the establishment of recovery centres in Anakie, Ararat and Stawell after the fires had passed. Community meetings were undertaken, both pre-fire and during the fire events, which assisted in keeping the community informed.  The immediate effects of the fires were displacement of residents and tourists, closure of schools and loss of power supply to many properties. Longer term impacts include reduction in tourism trade; at least 112 staff were laid off as a result of the fires. The Wimmera Development Corporation estimated that tourism downturn resulting from the bushfire devastation will cost the Grampians regional economy up to $100 million.  The damage to environment and water catchments was significant. The Grampians and Gippsland fires had the greatest impact on water quality. Water authorities commenced both short-term and long-term risk management activities.  The Grampians fires also affected over 240 km of roads across the local and state road network. The most significant damage to the road network occurred on the forest road system, including 1200 km of forestry roads affected in the Grampian's National Park.  The Victorian State Government provided financial assistance to people affected by the fires and to assist with restoration of infrastructure and the environment.  The Insurance Council of Australia estimated the 2006 damage at $22.4 million, with the 2011 normalised cost of $28 million.",2005-12-31,31/01/2006,-37.0141716,142.7177734,0,0,6,4,22400000,0,0,359,0,0,Victoria
446,Disaster Event,Severe Storm,"On 13 October 1998 severe thunderstorms occurred in the area of Warwick. The impact of the storm included damage to 12 homes, commercial buildings, trees uprooted, and significant crop damage.  Later the same day storms occurred in the Brisbane area causing widespread damage to houses, buildings and trees being uprooted. Inner city rail services ceased operation for several hours. Brisbane Airport recorded significant wind gusts of up to 119 km per hour. Hail the size of golf balls were reported in the Brisbane and Gympie areas.  The Insurance Council of Australia estimated the 1998 damage at $23 million, with the 2011 estimated normalised cost of $80 million.",1998-10-13,10/10/1998,-33.91352081,150.9316711,0,0,0,0,23000000,0,0,0,0,0,Queensland
448,Disaster Event,Cyclone,"Severe tropical Cyclone Larry crossed the tropical north Queensland coast near Innisfail during the morning of 20 March 2006. Between Babinda and Tully, damage to infrastructure and crops was extensive, with the total estimated loss upwards of half a billion dollars.  In north-west Queensland, heavy rainfall from the cyclone caused several townships to be isolated for a number of days and, as a result, food drops were required and emergency supplies had to be delivered by helicopter. The banana industry in the region was almost wiped out, losing about 200,000 tonnes of fruit, worth about $300 million, representing approximately 80 percent of Australia's banana crop. The storm also destroyed at least $15 million worth of avocados.  The Insurance Council of Australia estimated the 2006 damage at $540 million, with the 2011 estimated normalised cost of $609 million.",2006-03-20,20/03/2006,-17.51965332,146.0728455,0,0,30,0,540000000,0,0,0,0,0,Queensland
449,Disaster Event,Industrial,"On 25 April 2006, a rock fall was reported at the Beaconsfield mine 40 km north-west of Launceston where 17 miners were working underground. Fourteen miners made it to a safety chamber and escaped unhurt. Three miners remained trapped and a large search and rescue mission was undertaken.  The following day a remote-controlled heavy earth-moving loader fitted with two cameras began testing at the mine 925 m below the surface. On 27 April, the loader removed an unmanned vehicle which was blocking access to the rock fall. Later that day, the loader started removing the first of two known rock falls in the mine. The loader then began working on the second rock fall area, where the three men were last seen. The body of a miner was found. The search continued for the two other miners. Rescue crews drilled a second shaft to reach the trapped miners. On 30 April the Beaconsfield Gold Mine announced rescue crews made contact with the men and they were alive. On 9 May, the two remaining miners were rescued and lifted from the mine where they had been trapped for 14 days in a confined space.",2006-04-25,09/05/2006,-41.19312286,146.8199158,0,0,2,1,0,0,0,0,0,0,Tasmania
450,Disaster Event,Transport,"On 20 November 1989 a suburban electric passenger train collided with another which was stopped at Syndal Station. An inquiry found that the collision was due to human error in that the driver had passed the previous automatic signal as permitted by prevailing regulations, but proceeded at a speed which was considered to be inappropriate for the conditions. The driver first observed the stationary train when it was only approximately 50-60 m away as his vision was impeded by foliage on the left hand side of the railway line. The estimated speed on impact was 40 km per hour. The impact pushed the stationary train forward approximately 2-3 m. As a result of the collision 75 people were injured.",1989-11-20,20/11/1989,-37.876291,145.149077,0,0,75,0,0,0,0,0,0,0,Victoria
451,Disaster Event,Tornado,"On 14 August 1971 at Kin Kin, a small area between Noosa and Gympie north of Brisbane, a tornado struck and killed three people and destroyed eight farmhouses and caused considerable damage to a part of the town. The storm descended on the valley 9.30pm on a Saturday night commencing with a hail storm with hail stones the size of cricket balls.  'One resident... 'looked out the window and when the lightning flashed on top of the mountain behind the house, I could see a wall as white as snow. It was about halfway down the mountain. Then the hail came - I have never seen hail so big. Suddenly there was a terrific roar. The house stated to lurch and the lights went out.' The resident and his wife managed to reach the kitchen in the downstairs portion of the house. The next thing he knew was that he was lying in a bath tub which had been blown into the yard amid sheets of roofing iron.' The Gympie Times 17 August 1971.  Relief grants were immediately made available of $500 as announced by the Minister of Works and Housing.",1971-08-14,14/08/1971,-27.47023964,153.0235443,0,0,0,3,0,0,0,0,0,0,Queensland
452,Disaster Event,Severe Storm,"On 12 February 1992, hail stones measuring up to 7.5 cm fell in western suburbs of Girraween and Toongabbie, Sydney. Approximately 3000 homes and 7000 vehicles were damaged.  In addition, the State was ravaged by a series of severe storms including flash floods and hail which damaged homes and other buildings along the coast including Sydney and Newcastle.  The Insurance Council of Australia estimated the 1992 damage at $118 million, with the 2011 estimated normalised cost of $441 million.",1992-02-12,13/02/1992,-33.73226166,151.1278381,0,0,1,0,118000000,0,0,0,0,0,New South Wales
453,Disaster Event,Chemical,"A toxic fume leak at Newcastle's Harbour Park Building on 30 March 2006 resulted in 37 people taken to hospital. Three hundred workers were evacuated at approximately 12.30 pm after several people began to feel nauseous. Four units from the New South Wales fire brigades responded to the incident. It was reported that the fumes were circulated through the air-conditioning unit from the plant room. By 3.00 pm, specialist hazardous material firefighters rendered the building safe and allowed workers back into the building. Thirty five New South Wales ambulance service officers responded to the incident in 15 vehicles to assess patients and then transport them to three hospitals for treatment. Symptoms reported include eye irritation, breathing difficulties, nausea and headaches.  Toxicology tests performed on some patients revealed that they had been exposed to a hydrocarbon. An investigation by Work Cover was unable to identify the source of the fumes.",2006-03-30,30/03/2006,-32.92597198,151.7758331,0,0,37,0,0,0,0,0,0,0,New South Wales
456,Disaster Event,Urban Fire,"On 29 April at approximately 11 pm, a fire began at a nursing home in Sylvania Heights, southern Sydney. There were 64 residents and three nurses present at the time of the fire. Although the fire was contained within two hours, it killed 16 people and injured 51.",1981-04-29,29/04/1981,-33.86585236,151.0839844,0,0,51,16,0,0,0,1,0,0,New South Wales
457,Disaster Event,Urban Fire,"A fire at a&nbsp;special accommodation House in Noble Park killed four elderly residents, with another 22 rescued.",1991-01-01,01/01/1991,-37.96565247,145.1743774,0,0,22,4,0,0,0,0,0,0,Victoria
458,Disaster Event,Cyclone,"Tropical Cyclone Alby formed north- west of Port Hedland and was detected on 27 March 1978. The cyclone passed close to the south-west corner of Western Australia on 4 April 1978, killing five people and causing widespread but mostly minor damage to the south-west. Storm surges and large waves caused coastal inundation and erosion from Perth to Busselton, while very strong winds caused fires that burned hectares of forest and farming land. In terms of damage it is estimated that 'Alby' was the most devastating storm on record to affect the south-western areas of Western Australia.  The Insurance Council of Australia estimated the 1978 damage at $13 million, with the 2011 estimated normalised cost of $265 million.",1978-03-27,04/04/1978,-20.31162643,118.5752563,0,20,0,5,13000000,0,0,0,0,0,Western Australia
459,Disaster Event,Industrial,On 24 July 1991 a significant explosion occurred at the South Bulli coal mine resulting in the death of three miners.,1991-07-24,24/07/1991,-34.33273315,150.9136047,0,0,0,3,0,0,0,0,0,0,New South Wales
460,Disaster Event,Hail,"On 14 November 1979 Port Broughton sustained damaged by a line of ferocious storms that hit south-eastern South Australia. Very strong winds and hail ruined solid brick houses, holiday shacks and caravans. Cars were pushed sideways along the road. Pine trees up to 30 m tall were uprooted.  There was no loss of life during the event which was considered to be amazing. Eleven people were injured requiring hospital admission, 60 others required hospital treatment.  While Port Broughton incurred the most damage, other areas were also affected by this weather event. Destruction was felt from the mid north to northern Adelaide Plains. Clare experienced severe damage; houses lost their roofs and sheds were demolished in the high winds. Likewise the northern suburbs of Adelaide saw houses unroofed and the trees blown over in areas such Salisbury North, Parafield Gardens, and Munno Para.  The agriculture industry was severely impacted with crops damaged, glass houses broken, grape vines stripped, storage tanks squashed, orchards destroyed and many farmers livelihoods built up over many years were lost within ten minutes.  According to the Bureau of Meteorology Regional Forecasting Centre, the thunderstorm triggered by the trough line that extended across Yorke Peninsula moved over Port Broughton and produced destructive winds. The winds at all levels through the atmosphere were very strong. A thunderstorm is classified as severe if it produces wind gusts of 90 km per hour of more. On this day gusts were much higher with reports of 135 km per hour to 160 km per hour. Isolated large hail coming from very cold air high above the earth's surface was rapidly transported to the surface by downdrafts and accompanied the thunderstorms associated with the trough immediately to the east causing damage to some of Adelaide&rsquo;s northern suburbs.  The Insurance Council of Australia estimated the 1979 damage at $10 million, with the 2011 normalised cost of $92 million.",1979-11-14,14/11/1979,-33.60050201,137.9333191,0,150,71,0,10000000,0,0,0,0,0,South Australia
465,Disaster Event,Earthquake,A series of three powerful earthquakes ranging from 6.3 to 6.7 in magnitude shook the region with each occurring about half an hour apart and lasting up to 45 seconds.  The main infrastructure damage was the severe warping of a major natural gas pipeline as large ground ruptures occurred.  The most serious effect was on the town's hospital which was structurally damaged.,1988-01-22,22/01/1988,-19.64363861,134.1915588,0,0,0,0,0,0,0,0,0,0,Northern Territory
469,Disaster Event,Bushfire,"In January 1987 the south-west region of New South Wales experienced serious bushfires. On January 16 the township of Cootamundra experienced a severe fire which burnt an area of approximately 19,000 ha. Other towns that were affected included, Deniliquin, Gundagai, Bethungra Hills, Frampton, Brawlin and Muttama.",1987-01-17,20/01/1987,-34.63893127,148.0243835,0,0,20,3,0,0,0,0,0,0,New South Wales
471,Disaster Event,Hail,"A severe storm caused hail damage in northern Brisbane, Bracken Ridge, and extensive damage to 5000 homes in Brighton.  The Insurance Council of Australia estimated the 1980 damage at $15 million, with the 2011 estimated&nbsp;normalised&nbsp;cost of $238 million.",1980-12-16,16/12/1980,-27.30474854,153.0626831,0,0,0,0,15000000,0,0,0,0,0,Queensland
472,Disaster Event,Hail,"On 29 September 1996, a hail storm approached the city of Armidale from the west-south-west measuring 2 km wide and 15 km long.  Hail stones fell measuring up to 80 mm in diameter and southerly winds were recorded up to 160 km per hour at the Armidale Airport weather station. The area was declared a disaster zone. 5000 buildings and homes, and 4000 motor vehicles were damaged. State Emergency Service crews were brought in from across the state to assist. Ten people sustained serious injury.  The Insurance Council of Australia estimated the 1996 damage at $104 million, with the 2011 estimated normalised cost of $288 million.",1996-09-29,29/09/1996,-30.51434326,151.6669617,0,0,10,0,104000000,0,0,5000,0,0,New South Wales
476,Disaster Event,Bushfire,"During mid November 1997 New South Wales experienced several serious bushfires that threatened many communities in and around the Sydney region. Major areas that were affected included Burragorang, Piliga, Hawkesbury, Hunter, Shoalhaven, Central Coast and Sydney's south, in particular Menai. In total twenty local government areas were affected.  The bushfires caused widespread damage to the affected regions destroying around 500,000 ha. Approximately 5000 firerfighters were utilised to control the fires and sixty fixed wing aircraft were involved with various projects. The fires destroyed ten houses and four firefighters lost their lives.",1997-11-20,20/12/1997,-30.34799194,148.890152,0,0,0,4,0,0,0,0,0,0,New South Wales
481,Disaster Event,Flood,"As a result of Tropical Cyclone Elllie, flooding in Queensland affected the townships between Townsville and Cairns. In addition further heavy rain fell between 6 and 7 February, with Ingham receiving 236 mm, raising the floodwater level to over 12.5 metres.  The monsoonal rain in North Queensland affected 62 per cent of the State. One of the heaviest falls was in Clonclurry which recorded more than 400 mm.&nbsp;An area of over one million square km was declared a disaster zone as flood waters continued to rise.  The Insurance Council of Australia estimated the 2009 damage at $19 million with the 2012 estimated normalised cost of $22 million.  This is the combined total for resulting floods from two events: Tropical Cyclone Charlotte and Tropical Cyclone Ellie. (see separate entry for North Queensland floods 12 January 2009).",2009-01-31,07/02/2009,-18.6511116,146.1546173,0,0,0,1,19000000,0,0,0,0,0,Queensland
482,Disaster Event,Bushfire,"On 7 February 2009, as many as 400 fires were recorded across Victoria. There were&nbsp;78 communities affected, 173 lives lost and 2029 homes destroyed.  Twelve major fires and many more minor fires burned over 450,000 hectares and affected at least 78 communities, including Marysville, Kinglake, Kinglake West, Kilmore, Yea, Murrindindi, Alexandra, Marysville, St Andrews, Reedy Creek, Mittons Bridge, Humevale, Heathcote Junction, Flowerdale, Beechworth, Dargo, Bunyip, Mudgegonga, Narbethong, Cambarville, Koornalla, Jerralang Junction, Churchill, Callignee, Yarra Glen, Whittlesea, Upper Plenty, Toolangi, Strath Creek, Strathewen, Steels Creek, Bendigo and Redesdale.  Details of the recovery activities were released by the Victorian Bushfire Reconstruction and Recovery Authority. The Victorian Bushfires Royal Commission was established on 16 February 2009 to investigate the causes of and responses to the bushfires with the final report released and published in July 2010.  The Insurance Council of Australia estimated the 2009 damage at $1070 million, with the 2011 estimated normalised cost of $1266 million.",2009-02-07,08/02/2009,-37.56237411,145.3191986,0,0,414,173,1070000000,0,0,0,0,0,Victoria
483,Disaster Event,Environmental,"From 27 January until 8 February a heat wave affected parts of south-eastern Australia. The heatwave came in two major episodes, 28-31 January and 6-8 February.  In much of central, southern and western Victoria, maximum temperatures widely reached their highest levels since at least 1939. In Melbourne the temperature was above 43 &deg;C for three consecutive days from 28 to 30 January, reaching a peak of 45.1 &deg;C, the second highest on record behind 45.6 &deg;C in 1939.  In southern South Australia maximum temperatures widely reached their highest levels since at least 1939. Adelaide peaked at 45.7 &deg;C on 28 January and South Australia's highest temperature was 48.2 &deg;C at Kyancutta.  There were widespread power outages across both states. In Victoria, up to 500,000 homes and businesses were left without electricity. There were also major disruptions to train services with more than 1300 trains cancelled as rails buckled and air-conditioning failed.  A Department of Human Services report from the Victorian Government found that the heatwave contributed to 374 deaths.",2009-01-27,31/01/2009,-37.81310654,144.9633942,0,0,0,374,0,0,0,0,0,0,South Australia;Victoria
484,Disaster Event,Flood,"On 20 May 2009 an east coast low formed off the south-east Queensland coast. In combination with a strong high pressure system in the southern Tasman Sea, gale to storm force east to south-east winds affected the northern New South Wales coast.  Consequently, heavy rain occurred over a large part of the north-east region during the period 19-23 May, with additional heavy falls on 20-21 May. This was the third major flood to occur in the Mid North Coast this year, compounding damage previously caused during the February and April floods.  Damage recorded in the region included winds of 130 km per hour at Byron Bay, closure of 240 schools, the Tweed area affected by a lightning strike disabling powerlines to the north and south of the region (12,000 homes and businesses), 16,000 people on the far north coast were without power overnight, 35,000 people isolated by floodwaters, an overall approximate 21,500 people isolated in the affected regions, and the Macleay River levee at Kempsey broke its banks inundating the township. One fatality occurred when a person attempted to cross a flooded creek in Coffs Harbor.  The State Government declared the following regions as natural disaster areas: Kempsey, Coffs Harbour, Bellingen, Nambucca, Port Macquarie-Hastings, Tweed, Byron, Ballina, Lismore, Kyogle, Richmond Valley and Clarence Valley local Government areas.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   The Insurance Council of Australia estimated the 2009 damage at $48 million, with the 2011 normalised cost of $55 million.",2009-05-20,23/05/2009,-28.64416122,153.612381,0,0,0,1,48000000,0,0,0,0,0,New South Wales
487,Disaster Event,Epidemic,"In April 2009, a new strain of influenza A virus called 'H1N1 2009 influenza' was identified in Mexico. Because of the speed the virus spread around the world and the fact that it was a new strain of flu, the World Health Organization declared it a pandemic in June 2009. This H1N1 influenza strain is referred to as both 'pandemic flu' and 'swine flu'.  The first case of this new pandemic strain of flu in Australia was in May 2009. By February 2010 there were over 5000 people hospitalised and nearly 200 deaths due to pandemic flu. Reports indicate that most of those who died had underlying medical conditions, including cancer, diabetes mellitus and morbid obesity. The median age of death was 53 years, compared to the median age of death from seasonal flu from 2001 to 2006, which was 83 years.  The then Minister for Health and Ageing, Nicola Roxon, announced in a media release that as of 1 December 2010 Australia's Pandemic Phase moved from PROTECT to ALERT which signified the end of the H1N1 influenza pandemic in Australia. The Department of Health and Ageing reported that there were 44,403 confirmed cases of swine flu in Australia since May 2009, including 6767 in 2010.  The Centers for Disease Control and Prevention estimate that globally there were approximately 284,500 fatalities as a result of the pandemic, with 59 per cent of the deaths occurring in south-east Asia and Africa, and 80 per cent of the victims under 65.",2009-06-01,01/12/2010,-27.47092438,153.0235901,0,0,0,191,0,0,0,0,0,0,Northern Territory;Queensland;New South Wales;Australian Capital Territory;South Australia;Western Australia;Tasmania;Victoria
